river_name,country,mouth_lat,mouth_lon,u_ms,v_ms,current_speed_ms
Han,South Korea,4494238.449614225,14157958.538288455,,,
Anabar,Russia,11932307.115361486,12700477.666154258,,,
Shabeelle,Somalia,549607.718858237,5010301.124439247,,,
Chobe,Botswana,-2018788.6975141207,2716075.9938716246,,,
Hai,China,4742029.459898636,13028120.061956843,,,
Yana,Russia,11416074.147058936,15136678.631659396,,,
Malaya Ob,Russia,9875048.123936726,7314081.902702897,,,
Chao Phraya,Thailand,1705325.8363977673,11141216.644356778,,,
Suez Canal,Egypt,3536567.7046222626,3602240.0184326107,,,
Suez Canal,Egypt,3505425.027401764,3624650.675685572,,,
Ismailiya Canal,Egypt,3497631.9510122086,3477348.0291768946,,,
Ishikari,Japan,5318974.61296965,15735857.965062996,,,
Kayan,Indonesia,323255.30871170666,13084921.266975874,,,
Barito,Indonesia,-370424.89057684416,12751680.283501556,,,
Purari,Papua New Guinea,-867505.8687937385,16160513.557724874,,,
Indragi,Indonesia,-39811.42467318032,11504380.1765038,,,
Okavango,Botswana,-2031360.3540645307,2393749.538596179,,,
Cubango,Angola,-2031360.3540645307,2393749.538596179,,,
Orange,South Africa,-3552143.1677941056,2891165.0289025297,,,
Orange,South Africa,-3479526.686120764,2753026.6725050583,,,
Semliki,Uganda,242872.2000792983,3489105.0632875348,,,
Semliki,Democratic Republic of the Congo,-14840.175562846118,3294741.667204237,,,
Koukourou,Central African Republic,835924.1959772815,2196657.510463166,,,
Chari,Chad,1343248.8090877803,1674412.5556087857,,,
Bamingui,Central African Republic,980988.2850334266,2102378.3811756014,,,
Jordan,Jordan,3652867.225826801,3943253.798383215,,,
Jordan,Israel,3652794.408767777,3943319.0246473528,,,
Genale,Ethiopia,663034.8499440198,4383270.176249284,,,
Yarkant,China,4906317.837628041,9004404.231239019,,,
Taz,Russia,10283909.59693411,8747195.329660028,,,
Liao,China,4940557.220337289,13598371.547215823,,,
Yuan,China,3358907.28261132,12568503.191717705,,,
Yuan,China,3353020.7408545325,12466994.818154989,,,
Sutlej,India,3663668.005826958,8545401.574987164,,,
Sutlej,India,3401429.4079395537,7906129.831227549,,,
Atbara,Sudan,1670769.1969012723,3996543.656182887,,,
Atbara,Sudan,1792953.839917085,3961125.794756669,,,
Biya,Russia,6652604.082031735,9768926.708707102,,,
Biya,Russia,6723549.457535608,9728432.069722245,,,
Nakanbé,Ghana,961423.346424947,-108449.53517125695,,,
Nakanbé,Burkina Faso,1012396.054997066,-128207.65768266072,,,
Vilyuy,Russia,9174541.705125336,12199148.59999971,,,
Vilyuy,Russia,9417084.717247894,14074099.304696731,,,
Han,China,3815079.403674461,12409633.75436879,,,
Han,China,3862783.373427263,12216118.299719268,,,
Mahäna Nadï,India,2459172.9905558955,9272880.969947623,,,
Mahäna Nadï,India,2275287.284184824,9591141.654758545,,,
Sassandra,Ivory Coast,780596.8157658337,-784079.4856650624,,,
Sassandra,Ivory Coast,548848.9599848528,-675091.8338146766,,,
Gan,China,3390333.096392244,12911049.788875518,,,
Gan,China,3390333.096392244,12911049.788875518,,,
Krishna,India,1819471.3013747449,8793924.512391957,,,
Krishna,India,1859729.302255784,8829124.952937718,,,
Kwango,Democratic Republic of the Congo,-372696.4802121642,1933023.821866716,,,
Kafue,Zambia,-1787971.1558635165,3222275.2877483843,,,
Jequitinhonha,Brazil,-1775333.3800606355,-4326131.968865548,,,
Chubut,Argentina,-5396502.552950805,-7398009.080319764,,,
Mendoza,Argentina,-3646706.156602183,-7728888.329480132,,,
Salado,Argentina,-3735240.790822088,-6759517.333968785,,,
Branco,Brazil,-152181.97785069252,-6890113.903575454,,,
Purús,Brazil,-406045.9072889008,-6844300.606302451,,,
Meta,Colombia,686710.5530290941,-7508575.751314461,,,
Madre de Dios,Bolivia,-1155555.0123064066,-7279789.194333033,,,
Paraiba,Brazil,-2449185.308384551,-4566110.265668431,,,
Uruguay,Brazil,-3798900.243156679,-6478843.283866624,,,
Pilcomayo,Bolivia,-2893155.4857675745,-6420041.806747403,,,
Lom,Cameroon,546198.7859921862,1461177.0271019433,,,
Tshuapa,Democratic Republic of the Congo,-31134.876918930768,2310287.0981112807,,,
Omo,Ethiopia,502430.3449647653,4012502.348808328,,,
Mananantanana,Madagascar,-2427430.8167689336,5082039.1439455785,,,
Ouham,Central African Republic,1034724.6599223252,2029895.695153712,,,
Kadéï,Central African Republic,182988.30989913945,1788830.2939485512,,,
Ruvuma,Mozambique,-1164834.9924753546,4501416.682688866,,,
Helmand,Afghanistan,3637190.008711512,6857737.216714609,,,
Hong,China,2293728.49323512,11855634.479923865,,,
Yamuna,India,2908425.7867430383,9117408.733855825,,,
Narmada,India,2466159.5252863024,8140987.866295704,,,
Dadu,China,3425907.54688726,11545635.788570251,,,
Xar Moron,China,5347269.17236688,13442774.294117766,,,
Kapuas,Indonesia,-26232.41169497741,12158143.02194578,,,
Taritatu,Indonesia,-352967.6883987297,15440252.535995545,,,
Chenab,Pakistan,3359596.900367152,7863515.338658249,,,
Anadyr’,Russia,9489153.456733936,19418772.001188666,,,
Olenëk,Russia,12040312.4376913,13422173.665694598,,,
Tom’,Russia,7706061.641122025,9399403.615806753,,,
Kamchatka,Russia,7571386.601849316,18086971.26900183,,,
Digul,Indonesia,-793643.8937427128,15500124.81095101,,,
Tocantins,Brazil,-593045.3144198409,-5423835.639065822,,,
Limpopo,Mozambique,-2881083.3491226067,3732453.3837374784,,,
San Juan,Argentina,-3791659.053354884,-7498683.101253731,,,
Mangoky,Madagascar,-2414043.315979369,4847099.576047253,,,
Setit,Ethiopia,1634626.0221378482,3995858.780409453,,,
Mamberamo,Indonesia,-164134.037552896,15352120.982102867,,,
Kheta,Russia,11695156.16686554,11363284.896132128,,,
Chulyshman,Russia,6501118.439260438,9980498.96747846,,,
Konqi,China,4930474.245862328,9950511.192541616,,,
Tarim,China,4906317.837628041,9004404.231239019,,,
Desaguadero,Argentina,-3792632.8293587593,-7498683.101253731,,,
Bahr el  Zeraf,South Sudan,861531.2142442717,3399223.271307182,,,
Sanaga,Cameroon,401421.56687616167,1093110.6541006486,,,
Busira,Democratic Republic of the Congo,-31134.876918930768,2310287.0981112807,,,
Jubba,Somalia,-27053.08750284493,4745645.557704653,,,
Xiliao,China,5347269.17236688,13442774.294117766,,,
Sangha,Republic of the Congo,183744.5095954924,1788830.2939485512,,,
Ruki,Democratic Republic of the Congo,-24234.715841362588,2109634.803060808,,,
Songhua,China,6026560.827174564,14751816.495642906,,,
Min,China,3327659.389793486,11643942.639668258,,,
Khatanga,Russia,11997276.150172751,11696308.458725993,,,
Grande,Brazil,-2237255.8814541805,-5630771.397561462,,,
Grande,Brazil,-2241776.593369623,-5606542.558195689,,,
Syr Darya,Kazakhstan,5752972.499326291,6875109.145063015,,,
Syr Darya,Kazakhstan,5767145.248309263,6853051.796740791,,,
Naryn,Kyrgyzstan,5099038.220506098,8159751.288279021,,,
Naryn,Kyrgyzstan,5082877.200327393,8087774.105804194,,,
Mouhoun,Ghana,957995.928760691,-190672.6766375588,,,
Mouhoun,Burkina Faso,957995.928760691,-190672.6766375588,,,
Volta,Ghana,961472.5066616868,-108675.1093347309,,,
Volta,Ghana,702295.0779493448,11501.564576103796,,,
Culuene,Brazil,-1273987.9933303443,-5949369.084737094,,,
Godävari,India,1903184.2465657005,9101373.943922222,,,
Tobol,Russia,7966442.508098,7594022.157333517,,,
Lower Tunguska,Russia,9776795.04482417,9791793.94980902,,,
Marañón,Peru,-492598.85739910905,-8181417.279016422,,,
Caquetá,Colombia,-132686.10236981622,-7731687.623315999,,,
Pamir,Afghanistan,4417425.49514556,8088176.334433033,,,
Indigirka,Russia,11437974.022288134,16701369.73994626,,,
Juruena,Brazil,-1221145.7807992604,-6529901.859880619,,,
Colorado,Argentina,-4666803.964150232,-7232462.104179856,,,
Bío-Bío,Chile,-4385158.997757807,-8144857.957967812,,,
Panj,Afghanistan,4416374.726190522,7593326.410516061,,,
Santa Cruz,Argentina,-6416481.781661077,-7682504.302395933,,,
Xingu,Brazil,-426607.5343546975,-5856372.738644216,,,
Amu Darya,Uzbekistan,5501323.621893107,6491677.852227141,,,
Tapajós,Brazil,-266816.67822256766,-6086616.015524699,,,
Trofimovskaya Protoka,Russia,11852868.455433272,14083247.288241897,,,
Tumatskaya Protoka,Russia,12172000.699194793,14089166.571712302,,,
Japurá,Brazil,-352416.1116859417,-7213127.952385341,,,
Xi,China,2564381.037468403,12597528.879258526,,,
Orange,South Africa,-3300969.4037614632,1835331.1847559956,,,
Paraná,Brazil,-2910635.8359973584,-6079223.705589209,,,
Paraná,Brazil,-2910635.8359973584,-6079223.705589209,,,
Araguaia,Brazil,-587215.7112866128,-5447670.403085768,,,
Vaal,South Africa,-3179275.622474394,2904416.831566299,,,
Vaal,South Africa,-3187405.116928496,2852262.997867009,,,
Aldan,Russia,9183128.431191806,14402926.644297795,,,
São Francisco,Brazil,-1240074.8982118582,-4803430.592207742,,,
São Francisco,Brazil,-1167213.046234618,-4052926.326007038,,,
Shishhid Gol,Mongolia,6649817.36259877,11068136.050913636,,,
Shishhid Gol,Mongolia,6660796.16237724,11055117.975696355,,,
Paranaíba,Brazil,-2143423.8806832028,-5620492.825437923,,,
Paranaíba,Brazil,-2069600.7509617128,-5466721.907735691,,,
Yenisey,Russia,11055585.422324557,9259194.32552294,,,
Ob,Russia,7113979.377759156,9054068.595857097,,,
Ob,Russia,7296925.017462391,9242344.20728763,,,
Tocantins,Brazil,-424350.9481876659,-5531160.021180724,,,
Tocantins,Brazil,-296055.2328241313,-5529284.766086794,,,
Bafing,Mali,1542679.3696358528,-1207936.0565912689,,,
Bénoué,Cameroon,1054306.6466741716,1327381.6527915709,,,
Indaiá,Brazil,-2146978.940715176,-5019253.429192008,,,
Kolyma,Russia,10576938.823414627,17895499.570628595,,,
N'Mai,Myanmar,2943540.123116056,10852128.406180983,,,
Magdalena,Colombia,1238829.6554406614,-8333280.328492657,,,
Neuquén,Argentina,-4691180.878975749,-7571285.368759871,,,
Nanpan,China,2886381.6945125684,11907897.02406338,,,
Sénégal,Mauritania,1735164.7055593345,-1457192.7894675918,,,
Kyzyl-Khem,Russia,6640275.118068351,10662184.08949295,,,
Nu,China,3539610.041475808,10752973.613649204,,,
Benue,Nigeria,863596.7325835106,753325.30212462,,,
Ayeyarwady,Myanmar,1821834.4238801585,10574509.119449222,,,
Negro,Argentina,-4990428.84058929,-6991043.394043956,,,
Malyy Yenisey,Russia,6640275.118068351,10662184.08949295,,,
Verkhniy Yenisey,Russia,7085729.260092092,10186950.964515084,,,
Verkhniy Yenisey,Russia,7952070.678924655,10352495.222893989,,,
Nu,China,2370793.440788368,10965850.397703296,,,
Hongshui,China,2711384.509054859,12192664.02224012,,,
Quan,China,2711384.509054859,12192664.02224012,,,
Xun,China,2673232.0817368864,12390011.51990767,,,
Braco Menor,Brazil,-1432635.856601897,-5619859.587123595,,,
Salween,Myanmar,1856911.2778611,10872973.633094668,,,
Ganges,India,2530781.464791853,9960387.536036314,,,
Indus,Pakistan,2742819.206305969,7561289.443780927,,,
Indus,Pakistan,4088421.636538473,8102015.173474035,,,
Niger,Mali,613568.299929026,730778.7568213705,,,
Niger,Nigeria,1096263.5910653605,514934.1777490611,,,
Ubangi,Democratic Republic of the Congo,-57861.281125582806,1975812.2511403784,,,
Shiquan,China,3798802.571101713,8876017.20132998,,,
Huang,China,4117136.677107202,10830071.057858769,,,
Huang,China,4117136.677107202,10830071.057858769,,,
Abay,Ethiopia,1295276.6603156708,4161924.848901448,,,
Abay,Ethiopia,1320443.8618493709,4131404.39280749,,,
Zambezi,Mozambique,-1751789.4976273747,3428238.087803983,,,
Zambezi,Zambia,-2118522.550186774,4022460.225133196,,,
Shire,Malawi,-1621445.7455128194,3924827.378764602,,,
Shire,Malawi,-1989948.0957571107,3932491.4648006624,,,
Amur,Russia,6723912.982514829,15597420.654954895,,,
Amur,Russia,6723926.122279017,15597420.654954895,,,
El Bahr el Azraq,Sudan,1312310.8762923162,3827123.870609861,,,
El Bahr el Azraq,Sudan,1750705.5564006374,3616644.151762795,,,
Hailar,China,6329928.109312232,13121611.04055276,,,
Orinoco,Venezuela,962739.7684123596,-6917101.270362007,,,
Grande,Bolivia,-1776821.4664616885,-7198343.33251436,,,
Rio Negro,Brazil,-345937.9903651523,-6668643.559221355,,,
Kibali,Democratic Republic of the Congo,397864.47627162194,3182172.006348344,,,
Kasai,Democratic Republic of the Congo,-332831.4519129203,1888669.962253771,,,
Uele,Democratic Republic of the Congo,407048.2534861133,2070172.913258114,,,
Argun’,Russia,7007575.793588042,13514784.089724667,,,
Abay,Ethiopia,1128225.0711910753,3935236.403416415,,,
Mamoré,Bolivia,-1776821.4664616885,-7198343.33251436,,,
Guaporé,Brazil,-1324788.4341708138,-7237851.424254149,,,
Madeira,Brazil,-369748.8315537301,-6535242.260256809,,,
Heilong Jiang,Russia,6449698.924079723,14203290.791863453,,,
Huang,China,4090410.816217464,12275191.55293906,,,
Ob,Russia,10062699.670126185,7677142.159931699,,,
Ideriyn,Mongolia,6287233.195524923,11209829.23870656,,,
Selenga,Mongolia,6795138.269485804,11865190.12761989,,,
Angara,Russia,7580949.180346237,11332682.907208,,,
Angara,Russia,6743054.051133909,11673734.735812686,,,
Ertis,Kazakhstan,6352247.323186027,9280012.374826564,,,
Ertis,Kazakhstan,7132844.89362575,8348244.320590016,,,
Ertix,China,6074156.864886728,9491889.02283056,,,
Maquan,China,3374140.010875706,9758283.956608798,,,
Angara,Russia,7919120.500570423,11429609.135715118,,,
Angara,Russia,7725013.835076196,11394441.30830142,,,
Za,China,3736166.966599086,10791457.109489849,,,
Paraná,Argentina,-3979098.9990009824,-6588605.4976036325,,,
Lualaba,Democratic Republic of the Congo,-917907.550732952,2943433.008564061,,,
Lancang,China,2003479.5176436848,11306005.3651761,,,
Congo,Democratic Republic of the Congo,-917907.550732952,2943433.008564061,,,
Yarlung,China,3394186.8757945406,10503657.090030752,,,
Lualaba,Democratic Republic of the Congo,86436.82208689424,2704199.378276737,,,
Irtysh,Russia,8617003.285049925,7665607.982223527,,,
Congo,Democratic Republic of the Congo,-648699.5262312033,1467672.4759055548,,,
Mekong,Laos,1290791.4682333474,11682980.55875406,,,
Dihang,China,3394186.8757945406,10503657.090030752,,,
Brahmaputra,India,2769324.7993724067,9991533.077161582,,,
Irrawaddy Delta,Myanmar,1885869.6963003736,10628674.096292729,,,
Yangtze,China,3766418.767049847,13314517.716737002,,,
Amazonas,Brazil,-248309.1475972658,-6027224.784267242,,,
Amazonas,Brazil,-175152.27515123726,-5867847.125610261,,,
Nile,Sudan,3498038.3719413616,3477277.367390747,,,
Nile,Egypt,2734540.40460004,3660117.4568098937,,,
Victoria Nile,Uganda,47344.81706576379,3694388.4230917096,,,
Victoria Nile,Uganda,242537.20478590776,3491616.274456794,,,
Kagera,United Republic of Tanzania,-103471.61691794884,3536350.6206105365,,,
Albert Nile,Uganda,242591.23623836105,3491724.9848970217,,,
Albert Nile,Uganda,399844.5292238217,3563990.250038456,,,
Ucayali,Peru,-491986.8877789023,-8180716.096676953,,,
Tuotuo,China,4018321.137223161,10351908.18651676,,,
Lena,Russia,11819320.981431575,14103032.588363357,,,
Tongtian,China,3700212.209945716,10969590.03684713,,,
Bahr el Jebel,South Sudan,757003.1251185928,3467417.3304620874,,,
Jinsha,China,3312967.890351715,11560605.216189625,,,
Bahr el Jebel,South Sudan,757003.1251185928,3467417.3304620874,,,
El Bahr el Abyad,South Sudan,1750929.927463894,3616785.4753350927,,,
Chang Jiang,China,3449486.0366006093,12554816.547293026,,,
Rosetta Branch,Egypt,3668178.053986012,3383949.454455175,,,
Damietta Branch,Egypt,3504630.486725663,3467074.892575367,,,
Bykovskaya Protoka,Russia,11819320.981431575,14103032.588363357,,,
Olenekskaya Protoka,Russia,12016878.07964472,13662483.529340172,,,
Kalix,Sweden,10335000.160133911,2223617.699639662,,,
Kalix,Sweden,9837771.835962947,2542411.065607704,,,
Volkhov,Russia,8040174.321729031,3484289.1907854406,,,
Volkhov,Russia,8040174.321729031,3484289.1907854406,,,
Msta,Russia,8020099.125929977,3492279.408142184,,,
Msta,Russia,7765764.991417936,3783547.290644547,,,
Murat,Turkey,4649888.011642818,4437331.878174574,,,
Murat,Turkey,4649888.011642818,4437331.878174574,,,
Indalsälven,Sweden,9129741.028474292,1550102.1672082888,,,
Indalsälven,Sweden,9085940.536685776,1360391.5779667466,,,
Kola,Russia,10431640.52413826,3706020.440196085,,,
Kola,Russia,10512219.480360052,3700220.738209934,,,
Jänisjoki,Russia,8472373.826144503,3473488.808548807,,,
Jänisjoki,Finland,8799489.913288042,3445566.531976298,,,
Sheksna,Russia,8379146.788242864,4233755.272281971,,,
Sheksna,Russia,8190622.932460921,4283354.410635907,,,
Vorma,Norway,8455411.154707488,1250088.5297896008,,,
Vorma,Norway,8455301.243306618,1250142.8850097146,,,
Vyatka,Russia,7495381.834574133,5729975.109791348,,,
Vyatka,Russia,7495323.845073647,5729975.109791348,,,
Unzha,Russia,7791658.217267789,4806523.404232224,,,
Unzha,Russia,7874559.501706575,4865400.978659605,,,
Vltava,Czechia,6472926.1444182135,1611115.901786145,,,
Moskva River,Russia,7450258.785752624,4049246.477605326,,,
Pinega,Russia,9318905.742991967,4648447.553096974,,,
Tsna,Russia,7277076.116822134,4660199.151685597,,,
Vym,Russia,8871929.324145809,5609339.1342705535,,,
Belaya,Russia,7499983.73504147,5977307.667875641,,,
Belaya,Russia,7504544.85906743,5959310.654495928,,,
Vienne,France,5946388.5149037205,8392.445985587907,,,
Qezel Owzan,Iran,4396995.097924048,5509173.334644649,,,
Simav,Turkey,4895179.124191481,3172496.777168069,,,
Kelkit,Turkey,5038302.375683399,4081044.28137196,,,
Mio,Spain,5156607.596665232,-911488.1216120512,,,
Dora Baltea,Italy,5624841.170161937,894594.5192006541,,,
Durance,France,5425307.112915644,530180.8169910109,,,
Tarn,France,5448541.357782035,114526.87820444192,,,
Ofanto,Italy,5037714.357790478,1803343.1377189637,,,
Ialomița,Romania,5544866.43155739,3102041.5408564303,,,
Strymnas,Bulgaria,4952456.158036653,2654573.062312743,,,
Seym,Russia,6669131.398345758,3622884.13103187,,,
Marne,France,6211541.111627674,268188.65604199795,,,
Usa,Russia,9831814.118911166,6332084.189559086,,,
Segre,Spain,5039193.490264296,34776.46982887774,,,
Tvertsa,Russia,7698389.811711093,4003316.316609078,,,
Voronya,Russia,10468581.983201722,3917119.8085524514,,,
Voronya,Russia,10622995.760599235,3947656.571212441,,,
Drin,Albania,5010895.233823459,2302269.70314448,,,
Minho,Portugal,5156607.596665232,-911488.1216120512,,,
Bojana,Albania,5142306.268095528,2168555.8616642784,,,
Sefīd,Iran,4396995.097924048,5509173.334644649,,,
Dordogne,France,5578031.879151778,201375.2194779908,,,
Shannon,Ireland,6915110.540913089,-940554.5755679612,,,
Shannon,Ireland,6915110.540913089,-940554.5755679612,,,
Ticino,Italy,5706003.056061662,959630.5400669392,,,
Ticino,Switzerland,5777068.087865924,984416.5204388788,,,
Southern Bug,Ukraine,6323273.210331909,3082473.6616154253,,,
Southern Bug,Ukraine,5953072.625838244,3534230.7670260943,,,
Klarälven,Sweden,8009838.645806035,1373094.3929073636,,,
Klarälven,Sweden,8575747.635856828,1396728.0426128912,,,
Motala ström,Sweden,8036684.508122247,1728756.904678668,,,
Motala ström,Sweden,8041784.758013989,1667362.6835600147,,,
Ness,United Kingdom,7805116.467328579,-483571.215743339,,,
Ness,United Kingdom,7805126.534813421,-483563.0624603207,,,
Oich,United Kingdom,7726333.800773709,-538325.946725078,,,
Oich,United Kingdom,7754496.478188475,-520470.25691766094,,,
Kama,Russia,7462759.674062211,5819400.317922742,,,
Kama,Russia,7462759.674062211,5819400.317922742,,,
Chusovaya,Russia,7966442.508098,6357522.432572393,,,
Chusovaya,Russia,7966442.508098,6357522.432572393,,,
Olt,Romania,5395818.515953072,2757864.287095196,,,
Inn,Austria,6172147.087301868,1501318.3571560609,,,
Morava,Czechia,6104525.692797437,1889566.8233856503,,,
Warta,Poland,6874072.486288933,1626732.1565248722,,,
Main,Germany,6412364.180583783,923005.9927541888,,,
Ems,Germany,7004921.213859607,820046.3348144359,,,
Guadalquivir,Spain,4403976.843249325,-689604.6775850888,,,
Maas,France,6718540.614456726,569822.0790200831,,,
Þjórsá,Iceland,9358611.94014304,-2176456.392907833,,,
Bug,Poland,6817418.425368782,2579062.790530511,,,
Karkheh,Iran,3607646.612358543,5283898.124882579,,,
Sakarya,Turkey,5003854.396551422,3411453.1958328104,,,
Muonio,Finland,10166176.014499426,2624188.494269072,,,
Kura,Azerbaijan,4952027.112769942,5234255.502352552,,,
Kura,Azerbaijan,4952027.112769942,5234255.502352552,,,
Yonne,France,6141163.836448933,329610.05477070843,,,
Mukhavyets,Belarus,6674048.734268203,2643810.7287301905,,,
Schelde,Belgium,6635594.849960068,479603.2846750241,,,
Trent,United Kingdom,7077574.385411645,-78543.29306459,,,
Talkeh,Iran,4514816.647585007,5093491.788823576,,,
Adige,Italy,5617208.215529241,1371615.930920268,,,
Luza,Russia,8530148.53918977,5157549.41572781,,,
Sura,Russia,7355326.676562345,5169768.469209419,,,
Vishera,Russia,8341635.217282738,6282039.338400219,,,
Büyük Menderes,Turkey,4489356.299250871,3036798.97015371,,,
Haliacmon,Greece,4908470.944983956,2521935.454190799,,,
Doubs,France,5883738.484461064,551151.0609109573,,,
Severn,United Kingdom,6726453.735405617,-266204.6905078405,,,
Mureș,Romania,5791123.173446434,2246501.247307616,,,
Drina,Bosnia and Herzegovina,5575798.413626363,2155021.4118559165,,,
Esla,Spain,5056697.135447304,-671841.3916518627,,,
Patsoyoki,Norway,10679721.246219931,3162712.8375475663,,,
Patsoyoki,Norway,10782989.22371413,3263297.172368344,,,
Aras,Azerbaijan,4841732.80790383,5395516.569386479,,,
Ticino,Italy,5613378.830370541,1026824.4631717436,,,
Caledonian Canal,United Kingdom,7709614.668828894,-553145.897489135,,,
Luirojoki,Finland,10355953.254280936,3088344.0253877267,,,
Oulu,Finland,9455326.710420605,2983476.499221971,,,
Sane,France,5883738.484461064,551151.0609109573,,,
Maas,Netherlands,6710001.235754335,464998.0370304209,,,
Atshan,Iraq,3670841.137706514,4985569.499287421,,,
Guadiana,Spain,4717503.973247525,-576708.885408512,,,
Guadiana,Spain,4440185.315198351,-825367.7108635821,,,
Suda,Russia,7991583.871361813,4275527.258939506,,,
Suda,Russia,8184704.180626433,4178818.451312851,,,
Narva,Estonia,8142330.675443852,3087333.018293606,,,
Narva,Estonia,8142330.675443852,3087333.018293606,,,
Ångermanälven,Sweden,9434157.027089829,1866694.1467617173,,,
Ångermanälven,Sweden,9560878.109487733,1718630.5271714455,,,
Lotta,Russia,10618389.519664938,3399777.6945523447,,,
Lotta,Russia,10618389.519664938,3399777.6945523447,,,
Pripyat,Ukraine,6612398.066607103,3396940.352062398,,,
Pripyat,Belarus,6619667.509939503,3390787.341145504,,,
Stora Lule lv,Sweden,10117082.111497313,2203739.9956440106,,,
Stora Lule lv,Sweden,10117082.111497313,2203739.9956440106,,,
Morava,Republic of Serbia,5547744.025412813,2341856.6099534384,,,
Evros,Bulgaria,4945951.018705441,2899198.730435364,,,
Tevere,Italy,5094029.166002837,1361679.796683444,,,
Donets,Ukraine,6136504.516618572,4444273.039783117,,,
Oka,Russia,7590274.232537374,4895720.320439139,,,
Desna,Ukraine,6489569.457880041,3402462.842425973,,,
Mezen,Russia,9800773.840726824,4918060.315905953,,,
Khopr,Russia,6344048.284399131,4710504.907901014,,,
Neris,Belarus,7308962.574540175,2653475.086866445,,,
Velikaya,Russia,7903676.311235706,3132708.756044692,,,
Kızılırmak,Turkey,5079735.258519276,3998071.037868087,,,
Sava,Croatia,5566270.381372365,2277048.881011629,,,
Onega,Russia,9297572.386941817,4229189.433792402,,,
Mosel,France,6476600.500908527,846734.7478903625,,,
Prut,Moldova,5662255.066336149,3140590.262961208,,,
Kuban,Russia,5639749.304328217,4161354.119090251,,,
Zncara,Spain,4740045.463096634,-352281.6170802162,,,
Weser,Germany,7015190.539093409,946704.8687238506,,,
Skelleftelven,Sweden,10062699.670126185,1789591.2670301462,,,
Tornelven,Sweden,9789463.435691696,2689822.4225566094,,,
Mincio,Italy,5662255.066336149,1190053.1891737948,,,
Sió,Hungary,5805357.871068005,2104661.3004203853,,,
Neman,Lithuania,7375139.777574279,2367495.967281164,,,
Lule lv,Sweden,9763726.977201672,2422775.2261370034,,,
Hindiyah Channel,Iraq,3772192.544718705,4937454.2584425965,,,
Shatt al Hillah,Iraq,3836593.1921096654,4927942.094922664,,,
Tuloma,Russia,10595129.162897974,3535383.097692509,,,
Kem,Russia,9564452.204464557,3863813.644186746,,,
Mur,Austria,5678464.0343582565,2106998.574885283,,,
Po,Italy,5544529.832912856,790821.9227547116,,,
Dalälven,Sweden,8397514.133070283,1829422.7723296168,,,
Dalälven,Sweden,8476848.022049822,1938741.991022696,,,
Dniester,Ukraine,5765769.917870327,3392825.6618997757,,,
Dniester,Ukraine,5800865.358573736,3369507.272470911,,,
Rhône,Switzerland,5782342.949739753,682755.919850737,,,
Rhône,France,5391141.5469141165,514010.1390071248,,,
Vuoksi,Russia,8415277.278971137,3496780.0203676154,,,
Vuoksi,Russia,8635372.800195353,3204647.889865442,,,
Kemijoki,Finland,10050053.159622109,3048458.164868142,,,
Kemijoki,Finland,9813785.260087091,2750770.930870332,,,
Vorma,Norway,8285711.61595547,1248566.5836264114,,,
Vorma,Norway,8228052.033938669,1243457.1929357045,,,
Don,Russia,6009284.791797991,4687637.666799098,,,
Don,Russia,5928854.9236581465,4383531.081305831,,,
Thames,United Kingdom,6668404.930444333,42804.7358396987,,,
Ariège,France,5361665.803243255,156325.61304758536,,,
Garonne,France,5229304.7378182085,102910.73824165529,,,
Duero,Spain,5010967.179192946,-851729.992618825,,,
Tisza,Hungary,6079450.514546271,2376274.335329559,,,
Glomma,Norway,8480293.701203119,1338904.9594557183,,,
Soroksari Duna,Hungary,5988066.344819667,2122125.6326429853,,,
Ferenc Csatorna,Hungary,5780843.908275054,2105601.6457283585,,,
Göta älv,Sweden,8009838.645806035,1373094.3929073636,,,
Kokemäenjoki,Finland,8708495.415204251,2417448.4145658407,,,
Tisa,Republic of Serbia,5613609.238291462,2257290.7585002254,,,
Ebro,Spain,4944003.903222238,99877.71695929696,,,
Elbe,Germany,7049189.996422373,1093045.4278365143,,,
Tajo,Spain,4811343.677673032,-580519.1863384953,,,
Tajo,Spain,4817054.32046264,-667427.7477786163,,,
Vistula,Poland,6400593.758566611,2093969.6286239831,,,
Vistula,Poland,7203612.391305155,2109988.111991548,,,
Neva,Russia,8351814.603604261,3455660.2963514472,,,
Neva,Russia,8351814.603604261,3455660.2963514472,,,
Svir,Russia,8592965.463253502,3876742.308792709,,,
Svir,Russia,8468172.124724122,3650105.225264916,,,
Loire,France,5564252.438363034,466495.7988464277,,,
Daugava,Belarus,7738747.770731783,2677239.189100241,,,
Vychegda,Russia,8654579.732180815,5186493.570438464,,,
Tejo,Portugal,4708728.32839526,-975730.5562646746,,,
Rhein,Germany,6020635.981199793,1016078.4361552276,,,
Rhein,Switzerland,6020635.981199793,1016078.4361552276,,,
Sukhona,Russia,8333523.487422798,4347406.602018132,,,
Sukhona,Russia,8531131.35679333,5158538.680733884,,,
Ural,Russia,6802012.619134038,6549488.763448665,,,
Ural,Russia,5901680.622521837,5757913.692929894,,,
Dnipro,Ukraine,6168862.659722051,3848349.58406434,,,
Dnipro,Ukraine,5853981.683665477,3634081.306375334,,,
Dicle,Turkey,4422070.481159846,4717337.3590693325,,,
Dnepre,Russia,7310816.531036054,3717027.3722691503,,,
Pechora,Russia,10371841.726651208,5921305.484592287,,,
